id,lat,lon,z
645700-99999,-1.667,13.4,444
646500-99999,4.398,18.519,368.2
647000-99999,12.134,15.034,295
647060-99999,8.624,16.071,428.9
647500-99999,9.15,18.383,365
648100-99999,3.755,8.709,23.2
648600-99999,9.336,13.37,242
648700-99999,7.357,13.559,1114
649100-99999,4.006,9.719,10.1
649500-99999,3.723,11.553,694.3
653060-99999,11.133,2.933,292
653190-99999,10.317,1.383,461
653300-99999,9.35,2.617,393
653350-99999,8.033,2.467,200
653380-99999,7.167,2.067,167
653440-99999,6.357,2.384,5.8
653520-99999,10.367,0.467,146
653550-99999,9.767,1.091,461.8
653610-99999,8.983,1.15,387
653760-99999,7.583,1.117,402
653800-99999,6.583,1.5,44
653870-99999,6.166,1.255,21.9
654720-99999,5.605,-0.167,62.5
655010-99999,14.033,-0.033,277
655020-99999,13.567,-2.417,336
655030-99999,12.353,-1.512,316.1
655050-99999,12.467,-3.483,300
655070-99999,12.033,0.367,309
655100-99999,11.16,-4.331,460.6
655160-99999,11.75,-2.933,271
655180-99999,11.15,-1.15,322
655220-99999,10.333,-3.183,335
655280-99999,9.5,-7.567,421
655360-99999,9.387,-5.557,370
655450-99999,8.05,-2.783,370
655480-99999,7.272,-7.587,331.9
655550-99999,7.739,-5.074,374.9
655570-99999,6.133,-5.95,210
655600-99999,6.793,-6.473,250.9
655620-99999,6.65,-4.7,92
655630-99999,6.903,-5.366,213.1
655780-99999,5.261,-3.926,6.4
655850-99999,5.3,-3.3,39
655920-99999,4.417,-7.367,21
655940-99999,4.747,-6.661,7.9
655990-99999,4.95,-6.083,66
656600-99999,6.234,-10.362,9.4
670020-99999,-11.534,43.272,28.3
670050-99999,-12.805,45.281,7
670090-99999,-12.349,49.292,114
670120-99999,-13.312,48.315,11
670230-99999,-14.279,50.175,6.1
670270-99999,-15.667,46.352,26.5
670830-99999,-18.797,47.479,1279.6
670950-99999,-18.11,49.393,6.7
671170-99999,-20.285,44.318,9.1
671370-99999,-21.442,47.112,1115
671430-99999,-21.202,48.358,6.1
671570-99999,-22.805,47.821,7.9
671610-99999,-23.383,43.728,8.8
671970-99999,-25.038,46.956,8.8
672150-99999,-12.987,40.522,100.9
672170-99999,-13.274,35.266,1373.1
672370-99999,-15.106,39.282,440.1
672830-99999,-17.856,36.869,11
672950-99999,-19.151,33.429,697.1
672970-99999,-19.796,34.908,10.1
673230-99999,-23.867,35.383,15
673410-99999,-25.921,32.573,44.2
676650-99999,-15.333,28.45,1151.8
677610-99999,-16.52,28.885,520
677650-99999,-16.833,29.617,1344
677750-99999,-17.93,31.094,1489.6
677790-99999,-16.783,31.583,966
677810-99999,-17.432,32.185,1204
678430-99999,-18.096,25.839,1063.8
678530-99999,-18.63,27.021,1079.9
678610-99999,-18.217,28.933,1282
678670-99999,-19.436,29.862,1426.5
678690-99999,-18.317,29.883,1157
678810-99999,-18.533,32.133,1430
679650-99999,-20.021,28.627,1330.8
679690-99999,-21.05,29.367,861
679750-99999,-20.055,30.859,1095.8
679770-99999,-21.008,31.579,433.1
679830-99999,-20.2,32.617,1132
679910-99999,-22.217,30,457
680140-99999,-19.602,18.123,1413.1
680180-99999,-17.956,19.719,1105.5
680240-99999,-21.7,21.65,1100
680290-99999,-17.833,25.162,1002.5
680300-99999,-18.533,25.633,1071
680320-99999,-19.973,23.431,942.7
680380-99999,-20.553,26.116,909.8
680400-99999,-21.417,25.6,985
680540-99999,-21.16,27.475,1000.7
680700-99999,-22.05,27.817,892
680980-99999,-22.98,14.645,91.1
681040-99999,-22.883,14.433,0
681100-99999,-22.567,17.1,1725
681120-99999,-22.48,17.471,1719.1
681480-99999,-23.083,26.8,1006
681550-99999,-23.683,27.7,839
681740-99999,-23.867,29.45,1224
681830-99999,-23.067,30.383,618
681910-99999,-23.933,31.15,407
682340-99999,-24.602,24.691,1188.7
682400-99999,-24.555,25.918,1005.5
682620-99999,-25.733,28.183,1322
682630-99999,-25.917,28.217,1500
682635-99999,-25.939,27.926,1376.8
682670-99999,-26.5,29.983,1766
682672-99999,-26.15,28,1626
682677-99999,-23.867,29.433,1222
682890-99999,-25.433,30.983,883
683000-99999,-26.683,15.25,139
683007-99999,-26.566,27.961,1477.1
683120-99999,-26.54,18.111,1068.6
683280-99999,-26.05,22.45,1000
683450-99999,-28,26.667,1342
683470-99999,-26.871,26.718,1354.5
683680-99999,-26.139,28.246,1694.1
684030-99999,-28.575,16.533,29.9
684240-99999,-28.399,21.26,850.7
684380-99999,-28.803,24.765,1204
684420-99999,-29.093,26.302,1358.8
684610-99999,-28.248,28.336,1695
684960-99999,-28.5,32.4,107
685120-99999,-29.689,17.94,819.9
685380-99999,-30.667,24.017,1287
685870-99999,-31.067,30.233,12
685880-99999,-29.97,30.951,10.1
686680-99999,-31.548,28.674,731.5
687140-99999,-32.969,18.16,32.9
687270-99999,-32.35,22.55,899
687520-99999,-32.897,27.279,594.4
688160-99999,-33.965,18.602,46
688280-99999,-34.006,22.379,197.5
688420-99999,-33.985,25.617,68.9
688580-99999,-33.036,27.826,132.6
689060-99999,-40.35,-9.883,54
689160-99999,-34.35,18.5,238
689280-99999,-34.183,22.15,59
689940-99999,-46.883,37.867,22
690150-93121,34.3,-116.167,625.1
690190-13910,32.433,-99.85,545.3
691174-99999,39.467,-76.167,18
691464-99999,40.869,141.378,5.2
699604-03145,32.65,-114.617,64.9
700001-26492,60.785,-148.839,31.4
700260-27502,71.283,-156.782,9.5
700300-27503,70.639,-159.995,9.1
700636-27405,70.25,-148.333,14
700637-27406,70.192,-148.477,18.6
700860-27401,70.134,-143.577,0.6
701040-99999,68.883,-166.133,3
701043-99999,68.35,-166.8,4
701170-99999,65.567,-167.917,83
701195-99999,66.25,-166.083,4
701330-26616,66.867,-162.633,9.1
701333-26643,66.069,-162.764,6.4
701620-26508,69.367,-152.133,85
701625-99999,68.133,-151.733,641
701718-26551,67.1,-157.85,88.1
701718-99999,67.1,-157.85,102
701730-99999,66,-153.7,389
701740-26533,66.918,-151.519,193.2
701745-99999,67.5,-148.483,585
701780-26529,65.175,-152.107,67.7
701940-26413,66.567,-145.267,135.6
701975-26422,64.777,-141.148,276.8
701995-26628,64.55,-163.007,7.6
702000-26617,64.511,-165.44,4
702005-99999,62.05,-163.3,95
702006-26502,64.327,-158.742,55.2
702031-26620,64.7,-162.05,6.1
702035-99999,63.683,-170.483,16
702040-26703,63.767,-171.733,8.5
702060-26632,63.317,-168.967,9.1
702070-26627,63.883,-160.8,5.5
702084-99999,62.783,-164.483,4
702120-26633,61.783,-166.033,146
702185-99999,60.367,-166.267,15
702190-26615,60.785,-161.829,31.1
702220-99999,64.733,-156.933,49
702310-26510,62.957,-155.61,101.5
702315-99999,62.883,-155.967,294
702320-26516,61.582,-159.543,25.9
702325-26443,61.572,-149.541,107.9
702350-99999,61.1,-155.567,484
702460-26512,63.886,-152.302,206.7
702490-99999,62.1,-152.75,560
702495-99999,61.98,-152.08,305
702510-26528,62.32,-150.095,106.7
702550-26514,61.977,-151.217,45.7
702590-26523,60.58,-151.239,27.7
702595-26559,60.476,-151.034,34.4
702600-26435,64.55,-149.072,109.7
702606-99999,62.883,-149.833,381
702607-99999,58.12,-135.417,6
702610-26411,64.804,-147.876,131.7
702615-99999,64.833,-147.617,140
702645-46403,63.733,-148.917,524.3
702647-99999,63.87,-148.97,394
702648-99999,63.4,-148.95,668
702650-99999,64.65,-147.067,167
702670-26415,63.994,-145.721,389.2
702675-99999,63.033,-145.5,809
702700-99999,61.267,-149.65,115
702710-26425,62.159,-145.459,476.1
702717-99999,66.6,-159.986,7.6
702720-99999,61.25,-149.8,59
702725-26491,61.178,-149.966,27.4
702730-26451,61.169,-150.028,36.6
702735-26409,61.217,-149.855,42.1
702740-25331,61.596,-149.092,70.1
702740-99999,61.595,-149.089,74
702746-26497,61.416,-149.507,29.3
702750-26442,61.13,-146.352,29
702755-99999,61.433,-142.933,455
702756-99999,61.133,-146.25,36
702757-99999,60.767,-148.683,9
702758-27517,70.344,-150.945,5.5
702770-26438,60.128,-149.417,6.7
702770-99999,60.117,-149.45,18
702910-26412,62.962,-141.988,522.1
702915-99999,62.7,-143.983,730
702960-26410,60.489,-145.451,9.5
702986-99999,60.817,-152.3,12
703050-99999,58.65,-162.067,161
703053-26654,61.775,-161.319,15.5
703059-99999,55.17,-162.27,47
703061-25521,59.324,-155.902,27.4
703080-25713,57.155,-170.222,10.7
703160-25624,55.221,-162.732,23.8
703165-99999,55.333,-160.5,6
703210-99999,59.05,-158.517,29
703260-25503,58.683,-156.656,20.4
703330-99999,56.95,-158.617,29
703334-25519,58.185,-157.386,28
703400-25506,59.749,-154.909,43.6
703406-99999,60.2,-154.317,85
703410-25507,59.642,-151.491,19.5
703430-25402,59.433,-146.333,30.5
703500-25501,57.751,-152.486,24.4
703606-25629,59.067,-160.367,6.1
703610-25339,59.512,-139.671,10.1
703620-25335,59.456,-135.324,6.1
703621-25516,59.443,-151.702,8.8
703625-99999,59.233,-135.433,10
703626-25323,59.243,-135.509,4.6
703644-27515,70.212,-151.002,17.4
703670-25322,58.411,-135.709,12.2
703710-25333,57.048,-135.365,4.3
703810-25309,58.357,-134.564,4.9
703817-99999,58.2,-136.35,0
703830-25310,57.499,-134.586,8.5
703835-25628,56.6,-169.565,38.1
703855-99999,56.95,-133.9,52
703860-25329,56.806,-132.937,32.6
703870-99999,56.484,-132.37,13
703886-99999,56.247,-134.65,0
703894-25367,55.58,-133.075,3.7
703950-25325,55.35,-131.65,24.4
703980-25308,55.039,-131.579,33.2
704140-99999,52.717,174.1,31
704540-25704,51.883,-176.65,5.2
704820-25626,52.95,-168.85,21
704890-99999,53.9,-166.55,4
710180-99999,74.717,-94.983,30
710200-99999,61.233,-123.733,204
710210-99999,61.25,-124.467,283
710230-99999,54.92,-109.95,658
710260-99999,50.033,-110.717,715
710267-99999,46.3,-63.583,46
710270-99999,46.667,-60.4,8
710280-99999,51.667,-124.4,875
710310-99999,48.42,-123.23,15
710348-99999,55.687,-121.627,609.6
710349-99999,55.083,-59.183,71
710354-99999,51.299,-116.982,784.9
710356-99999,64.7,-110.617,469
710358-99999,65.211,-123.436,218
710359-99999,45.27,-72.17,209
710370-99999,49.33,-123.265,35
710377-99999,56.37,-94.7,145
710390-99999,62.117,-136.2,543
710400-99999,48.3,-71.117,163
710415-99999,44.37,-64.3,4
710430-99999,65.281,-126.799,72.2
710435-99999,66.241,-128.651,81.7
710450-99999,60.167,-132.733,705
710455-99999,60.173,-132.743,705
710460-99999,69.62,-140.2,13
710500-99999,52.1,-124.133,910
710513-27201,72,-125.267,86
710550-99999,67.021,-126.123,259
710563-99999,55.733,-120.183,671
710590-99999,69.27,-119.22,69
710600-99999,52.467,-116.067,1362
710610-99999,54.1,-114.45,648
710620-99999,53.15,-115.117,903
710630-99999,45.383,-75.717,79
710633-99999,61.181,-113.69,160.3
710640-99999,69.03,-107.82,165
710680-99999,56.227,-117.447,570.9
710690-99999,55.293,-114.777,583.4
710735-99999,62.233,-92.6,20
710740-99999,78.783,-103.55,58
710750-99999,58.183,-103.7,492
710774-99999,55.842,-108.418,440.1
710790-99999,55.801,-97.864,222.2
710810-99999,68.776,-81.244,8.2
710814-99999,69.367,-81.817,51
710820-99999,82.5,-62.333,31
710830-99999,62.811,-92.116,28.7
710840-99999,68.32,-100.08,36
710870-99999,61.317,-117.6,162
710880-99999,69.07,-79.07,41
710900-99999,70.486,-68.517,26.5
710910-99999,68.88,-75.13,162
710920-99999,68.65,-71.17,518
710930-99999,68.467,-66.783,390
710934-99999,66.145,-65.714,22.9
710944-99999,66.521,-86.225,24.4
710950-99999,72.683,-77.967,55.2
710960-99999,67.53,-63.78,584
710964-99999,67.546,-64.031,6.4
710970-99999,63.33,-64.15,367
711010-99999,53.25,-131.8,6
711030-99999,53.026,-122.51,545.3
711040-99999,52.183,-122.054,940.3
711060-94234,49.083,-125.767,24
711070-25342,51.933,-131,92
711080-99999,49.025,-122.363,59.4
711090-99999,50.681,-127.367,21.6
711100-99999,46.917,-55.383,49
711130-99999,49.25,-121.767,19
711160-99999,49.117,-110.467,935
711180-99999,52.817,-111.1,686
711200-99999,54.405,-110.279,541
711210-99999,53.667,-113.467,688
711226-99999,51.2,-115.55,1396
711250-99999,54.125,-108.523,480.4
711290-99999,51.518,-109.181,694
711300-99999,53.333,-104,374
711310-99999,49.433,-108.983,1080
711320-99999,59.25,-105.833,250
711330-99999,53.367,-107.55,584
711350-99999,49.167,-105.983,917
711370-99999,49.067,-107.583,796
711380-99999,51.265,-102.462,498.3
711390-99999,49.65,-109.517,1271
711400-99999,49.917,-99.95,409.3
711440-99999,50.499,-98.037,249.6
711470-99999,49.5,-98.033,268
711480-99999,49.183,-98.9,471
711500-99999,50.45,-100.6,561
711530-99999,49.2,-113.283,1136
711540-99999,49.133,-113.817,1289
711550-99999,53.3,-113.6,715
711560-99999,53.583,-116.467,927
711580-99999,52.35,-97.033,222
711600-99999,62.7,-109.15,168
711620-99999,61.917,-113.717,165
711630-99999,63.133,-117.25,271
711640-99999,67.167,-130.217,63
711650-99999,64.117,-117.333,223.3
711700-99999,49.9,-99.35,384
711710-99999,43.183,-79.4,79
711720-99999,45.333,-80.033,176
711750-99999,50.133,-122.95,658
711760-99999,59.98,-64.17,551
711770-99999,57.13,-61.48,834
711790-99999,54.72,-58.35,683
711800-99999,47.7,-59.3,32
711840-99999,45.717,-73.383,18
711850-99999,50.233,-57.583,19
711880-99999,48.775,-64.479,32.9
711890-99999,48.267,-70.117,4
711900-99999,48.133,-69.7,7
711966-99999,49.117,-53.583,10
711970-99999,47.567,-59.15,40
711980-99999,46.183,-72.917,16
712010-99999,49.283,-123.117,3
712060-99999,52.388,-126.596,35.7
712070-99999,49.783,-123.167,52
712081-99999,49.834,-124.5,129.5
712090-99999,49.1,-123.3,11
712110-99999,49.483,-123.3,5
712120-99999,47.317,-71.133,673
712140-99999,52.117,-110.1,687
712150-99999,49.033,-119.433,283
712160-99999,50.267,-117.817,512.1
712180-99999,50.7,-119.283,351
712200-99999,54.296,-130.609,22.6
712210-99999,56.3,-119.733,630
712230-99999,51.933,-110.7,772
712240-99999,49.05,-112.817,1310
712250-99999,49.483,-111.483,881
712260-99999,55.383,-116.467,602
712270-99999,53.183,-112.233,688
712280-99999,52.833,-111.867,675
712290-99999,56.967,-117.45,457
712310-99999,49.733,-111.45,817
712320-99999,51.083,-115.067,1298
712330-99999,53.083,-114.433,852
712340-99999,50,-113.633,1009
712350-99999,51.067,-114.217,1235
712360-99999,49.617,-114.483,1303
712370-99999,51.433,-112.667,678
712380-99999,53.683,-112.867,713.7
712400-99999,51.667,-110.2,707
712420-99999,52.45,-113.75,860
712430-99999,49.7,-112.767,910
712440-99999,49.133,-112.05,1050
712450-99999,50.933,-115.183,2543
712460-99999,56.533,-115.267,546
712480-99999,51.767,-114.683,1114
712490-99999,51.768,-113.206,857
712510-99999,50.05,-112.133,779
712520-99999,53.383,-118.333,1402
712530-99999,58.7,-113.867,241
712540-99999,53.033,-112.817,739
712550-99999,57.033,-111.55,310
712570-99999,51.65,-112.667,836
712580-99999,51.75,-114.067,1046
712590-99999,51.117,-111.7,750
712600-99999,46.485,-84.509,192
712610-99999,43.767,-81.717,214
712625-99999,43.192,-79.172,97.8
712643-99999,43.862,-79.37,198.1
712690-99999,50.3,-110.083,800
712700-99999,44.5,-80.217,180
712740-99999,54.267,-112.483,680
712750-99999,54,-111.267,649
712760-99999,53.617,-111.667,678
712770-99999,55.083,-117.183,698
712780-99999,53.333,-110.867,623
712790-99999,50.217,-66.25,53
712810-99999,44.417,-75.85,82
712820-99999,44.533,-79.217,221
712850-99999,54.283,-112.967,664
712860-99999,53.917,-112.267,625
712870-99999,54.767,-112.817,574
712890-99999,52.333,-112.583,795
712910-99999,49.15,-88.333,233
712940-99999,45.067,-77.867,331
712950-99999,50.633,-93.217,363
712960-99999,44.233,-79.783,251
712970-99999,43.283,-79.9,102
712980-99999,42.033,-82.9,191
713000-99999,45,-75.633,99
713010-99999,48.15,-80,324
713080-99999,45.6,-61.667,67
713100-99999,46.45,-62.567,30
713110-99999,45.75,-64.233,20
713130-99999,50.283,-63.6,37.8
713140-99999,44.48,-79.55,289
713170-99999,45.417,-63.467,38.6
713190-99999,47.283,-70.633,723
713220-99999,61.1,-94.067,10
713230-99999,46.2,-70.783,229
713310-99999,55.533,-102.35,297
713350-99999,58.333,-62.583,501
713370-99999,49.917,-55.667,194
713400-99999,54.317,-113.95,614
713410-99999,49.617,-113.817,1073
713420-99999,51.383,-110.35,767
713430-99999,49.5,-112.117,944
713440-99999,51.183,-112.5,971
713460-99999,49.8,-112.3,824
713470-99999,56.067,-118.433,655
713480-99999,55.617,-118.283,621
713490-99999,54.5,-111.7,585
713500-99999,46.35,-63.167,53
713510-99999,53.65,-113.35,665
713520-99999,43.65,-80.417,376
713530-99999,52.433,-113.6,965
713540-99999,53.567,-112.3,683
713620-99999,60.017,-111.917,203
713640-99999,68.317,-133.517,103
713700-99999,46.55,-72.733,110
713710-99999,45.517,-73.417,27.4
713720-99999,45.283,-73.333,44
713730-99999,45.05,-72.85,152
713740-99999,50.15,-60.05,7
713750-99999,50.217,-64.2,9
713760-99999,46.067,-74.55,239
713770-99999,45.417,-73.917,39
713780-99999,47.4,-72.783,169
713790-99999,48.833,-72.533,137
713810-99999,48.583,-71.7,113
713820-99999,47.55,-71.217,791
713830-99999,50.717,-71,498
713840-99999,47.067,-70.767,6
713850-99999,48.4,-68.883,7
713860-99999,48.467,-67.433,166
713870-99999,48.883,-71.017,304
713880-99999,48.3,-70.917,152
713890-99999,46.683,-71.967,61
713900-99999,50.15,-66.433,24
713910-99999,45.833,-75.633,195
713920-99999,46.78,-71.283,91
713953-99999,44.883,-63.517,145
713970-99999,44.984,-64.917,28
714000-99999,48.967,-56.067,103
714010-99999,49.117,-117.733,566.9
714020-99999,49.683,-54.8,92
714030-99999,44.817,-62.333,16
714060-99999,51.017,-57.1,6
714080-99999,47.367,-55.783,60
714110-99999,43.983,-64.667,10
714120-99999,46.45,-61.983,8
714150-99999,45.767,-62.683,2
714170-99999,50.72,-56.12,30
714180-99999,47.217,-60.133,27
714190-99999,45.35,-60.983,8
714210-99999,51.867,-63.283,589
714230-99999,49.083,-61.7,7
714240-99999,47,-70.817,4
714250-99999,49.25,-65.317,29
714260-99999,48.067,-69.55,6
714270-99999,49.317,-67.381,5.9
714290-99999,48.417,-64.317,15
714300-99999,43.833,-77.15,79
714310-99999,43.95,-78.167,78
714320-99999,43.25,-79.217,79
714330-99999,47.333,-85.833,187
714340-99999,54.983,-85.433,53
714350-99999,49.033,-90.467,489
714370-99999,43.3,-79.8,77
714380-99999,45.033,-80.367,191
714390-99999,45.333,-81.733,181
714410-99999,49.017,-97.55,253
714420-99999,51.083,-97.55,253
714430-99999,52.117,-101.233,335
714440-99999,50.65,-99.933,627
714450-99999,52.817,-97.6,223
714460-99999,50.267,-107.733,825
714470-99999,49.283,-100.983,446
714480-99999,50.167,-96.05,268
714490-99999,49.017,-95.6,329
714510-99999,56.333,-103.283,344
714520-99999,49.7,-103.8,589
714530-99999,49.9,-109.467,767
714540-99999,53.917,-106.067,569
714550-99999,50.95,-107.15,665
714560-99999,52.817,-104.6,490
714570-99999,50.55,-111.85,747
714580-99999,53.517,-112.1,639
714590-99999,50.9,-109.5,676
714600-99999,45.967,-81.483,196
714620-99999,45.633,-82.967,183
714630-99999,42.867,-79.25,184
714640-99999,42.55,-80.05,175
714650-99999,42.25,-81.9,178
714660-99999,41.833,-82.467,195
714720-99999,53.3,-132.767,14
714730-99999,48.783,-123.033,24
714735-99999,48.42,-123.33,5
714740-99999,51.15,-121.5,1057
714760-99999,54.567,-130.683,8
714770-99999,54.15,-131.65,7
714780-99999,50.817,-128.9,111
714790-99999,50.1,-127.933,99
714820-99999,52.183,-127.467,31
714840-99999,53.5,-130.633,15
714850-99999,50.933,-127.65,1605
714860-99999,52.933,-118.033,1020
714870-99999,49.733,-105.933,726
714880-99999,57.25,-105.6,514
714900-99999,65.083,-102.417,244
714930-99999,45.417,-64.35,30.9
714950-99999,51.367,-114.083,1145
714963-99999,65.767,-111.25,494
714970-99999,60.233,-123.467,213
715010-99999,69.567,-138.917,1
715020-99999,69.617,-135.433,17
715030-99999,65.217,-123.433,213
715050-99999,60.767,-137.583,595
715060-99999,66.983,-136.217,731
715080-99999,43.667,-79.4,113
715100-99999,51.567,-107.917,586
715110-99999,51.667,-105.4,526
715120-99999,50.271,-64.226,11
715150-99999,50.55,-103.65,579
715160-99999,49.05,-105.483,756
715170-99999,49.567,-113.05,980
715180-99999,50.183,-112.433,801
715190-99999,49.867,-111.383,799
715200-99999,51.533,-71.117,549
715210-99999,50.65,-70.517,497
715220-99999,49.833,-71.167,398
715230-99999,49.267,-73.35,304
715240-99999,45.8,-73.433,21
715250-99999,49.917,-110.917,766
715260-99999,51.033,-113.283,967
715280-99999,49.9,-112.733,858
715340-99999,44.25,-79.917,223
715350-99999,49.8,-112.033,833
715360-99999,49.483,-112.683,937
715370-99999,50.82,-112.05,714
715380-99999,42.276,-82.956,189.6
715510-99999,51.483,-107.05,541
715520-99999,50.7,-96.567,220
715530-99999,51.183,-101.367,540
715540-99999,48.517,-68.467,5
715550-99999,50.183,-113.883,1364
715560-99999,51.417,-105.25,497
715640-99999,49.183,-98.083,298
715650-99999,52.55,-114.47,947
715660-99999,53.43,-114.72,814
715670-99999,53.95,-110.58,630
715690-99999,50.2,-104.7,580
715730-99999,42.867,-80.55,232
715770-99999,50.617,-96.967,217
715780-99999,46.833,-71.183,10
715810-99999,45.533,-78.267,397
715850-99999,56.65,-111.217,369
715880-99999,49.567,-57.867,68
715890-99999,48.55,-53.967,107
715900-99999,47.42,-68.32,154
715901-99999,44.98,-62.48,40
715920-99999,73,-85.017,10
715971-99999,46.55,-61.05,13
715980-99999,47.8,-64.833,5
715990-99999,44.417,-65.2,165
716000-99999,43.917,-60,5
716010-99999,44.64,-63.499,50.9
716015-99999,44.63,-63.52,6
716030-99999,43.827,-66.088,43
716070-99999,45.217,-67.25,26
716090-99999,45.317,-65.883,108.8
716110-99999,45.367,-71.817,181
716120-99999,45.5,-73.567,73
716140-99999,45.167,-73.667,53
716170-99999,48.417,-71.133,128
716190-99999,48.012,-65.332,46.4
716210-99999,44.117,-77.533,86.3
716220-99999,43.033,-81.15,278
716230-99999,43.036,-81.154,278
716250-99999,45.952,-77.319,130.1
716270-94792,45.467,-73.733,36
716278-99999,55.283,-77.75,10
716279-99999,45.522,-75.564,64.3
716300-99999,44.975,-79.303,281.9
716330-99999,44.75,-81.1,222.2
716420-99999,47.82,-83.347,446.5
716650-99999,56.55,-61.68,8
716660-99999,46.42,-64.77,36
716680-99999,45.92,-66.6,35
716690-99999,50.367,-114.417,1415
716700-99999,46.77,-65,34
716710-99999,45.07,-64.48,49
716790-99999,53.77,-125.98,861
716820-99999,61.117,-122.85,183
716830-99999,68.75,-133.5,85
716880-99999,50.15,-123.117,884
716990-99999,45.067,-66.45,6
717010-99999,45.833,-66.433,51
717020-99999,46.433,-63.833,12
717030-99999,47.15,-67.833,241.7
717050-99999,46.112,-64.679,70.7
717060-99999,46.283,-63.133,48.8
717070-99999,46.167,-60.05,61.9
717080-99999,46.791,-71.393,74.4
717090-99999,47.417,-61.783,10.7
717110-99999,47.983,-66.333,40
717120-99999,45.117,-74.283,49
717130-99999,47.35,-70.017,31
717150-99999,47.8,-69.533,147
717170-99999,47,-65.45,33
717190-99999,48.017,-64.5,4
717210-99999,46.267,-76,200
717220-99999,46.3,-76,189
717230-99999,46.217,-72.65,8
717240-99999,46.35,-72.5,6
717250-99999,48.053,-77.783,337.4
717255-99999,48.206,-78.836,301.1
717260-99999,47.917,-74.617,445
717270-99999,48.331,-70.996,159.1
717280-99999,48.517,-72.267,178.6
717300-99999,46.625,-80.799,347.8
717310-99999,46.364,-79.423,370.3
717334-99999,46.351,-82.561,331.3
717340-99999,48.233,-79.033,318
717350-99999,47.7,-79.85,243
717374-99999,47.65,-83.35,448
717380-99999,47.967,-84.787,287.1
717390-99999,48.57,-81.377,294.7
717420-99999,48.93,-54.57,151
717470-99999,48.75,-91.617,389
717480-99999,50.633,-97.05,230
717490-99999,48.367,-89.333,199
717493-99999,48.813,-87.099,289.6
717500-54802,48.583,-86.3,208
717510-99999,48.367,-89.117,211
717680-99999,49.567,-119.65,454.2
717690-99999,49.35,-124.15,13
717700-99999,49.083,-116.5,646
717710-99999,53.033,-131.6,17
717720-99999,49.217,-123.8,5
717740-99999,48.567,-123.517,366
717750-99999,49.2,-122.683,5
717760-99999,49.483,-117.3,534.9
717770-99999,50.3,-122.733,204
717780-99999,48.3,-123.533,3
717800-99999,48.383,-123.917,22
717810-99999,49.483,-124.433,20
717820-99999,49.75,-114.883,1138
717830-99999,48.45,-123.3,60
717840-99999,49.35,-123.2,168
717850-99999,49.017,-122.767,13
717860-99999,51.45,-116.35,1602
718000-99999,46.65,-53.067,27
718050-99999,46.763,-56.176,8.2
718070-99999,47.3,-53.983,19
718100-99999,49.833,-64.283,55
718113-99999,51.7,-76.117,244
718130-99999,50.183,-61.8,11
718140-99999,50.45,-59.633,8
718150-99999,48.533,-58.55,25
718170-99999,52.3,-55.833,12
718180-99999,53.717,-57.033,14
718194-99999,51.383,-56.083,34
718210-99999,49.75,-77.8,281.3
718220-99999,49.772,-74.528,387.1
718240-99999,49.817,-74.967,381
718250-99999,52.922,-66.864,551.1
718270-99999,53.625,-77.704,194.8
718275-99999,53.567,-76.2,233
718280-99999,54.8,-66.8,520.9
718290-99999,49.25,-68.133,130
718310-99999,49.414,-82.468,226.5
718320-99999,49.733,-84.15,264
718340-99999,49.778,-86.939,348.7
718360-99999,51.283,-80.6,9.1
718400-99999,49.4,-98.317,341
718420-99999,50.117,-91.9,383.4
718425-99999,49.833,-92.733,413
718429-99999,63.333,-90.717,11
718431-99999,61.583,-71.933,151
718432-99999,60.819,-78.149,22.9
718433-99999,59.297,-69.983,36.9
718434-99999,62.42,-110.67,179
718435-99999,58.717,-65.983,60
718442-99999,62.179,-75.667,232
718500-99999,49.783,-94.367,406
718510-99999,49.903,-98.274,269.7
718520-99999,49.91,-97.24,238.7
718540-99999,51.067,-93.793,385.6
718550-99999,51.1,-100.05,305
718575-99999,54.667,-101.683,312
718580-99999,53.183,-99.267,223
718610-99999,50.368,-102.571,599.8
718620-99999,49.217,-102.967,580.6
718630-99999,50.433,-104.667,577.3
718640-99999,50.33,-105.559,576.7
718650-99999,51.767,-104.2,560
718670-99999,53.967,-101.1,270.4
718690-99999,53.214,-105.673,428.2
718710-99999,53.309,-110.073,668.4
718735-99999,52.067,-111.467,791
718750-99999,49.517,-114,1190
718780-99999,52.183,-113.9,904.6
718790-99999,53.573,-113.521,670.6
718794-99999,49.75,-114.88,1138
718800-99999,49.617,-115.783,939.4
718810-99999,53.579,-116.465,926.9
718820-99999,50.967,-118.183,445
718834-99999,52.13,-119.28,683
718864-99999,49.468,-120.511,700.4
718870-99999,50.702,-120.444,345.3
718890-99999,49.463,-119.602,344.1
718900-99999,49.052,-123.87,28.3
718915-99999,49.28,-121.23,674
718930-99999,49.711,-124.887,25.6
718936-99999,49.951,-125.271,105.5
718940-99999,49.383,-126.55,7
718964-99999,51.483,-78.75,23
718980-99999,54.283,-130.45,35.4
718990-25343,54.25,-133.05,41
719000-99999,55.45,-60.217,12
719010-99999,55.33,-63.22,479
719020-99999,56.55,-61.683,7
719043-99999,60.033,-70,123
719053-99999,56.533,-76.517,71
719060-99999,58.1,-68.417,39.3
719064-99999,58.667,-69.95,31
719073-99999,58.467,-78.083,25
719074-99999,62.417,-77.925,38.4
719077-99999,60.051,-77.287,22.6
